[2025-11-05T10:46:24.965168] 🔍 Running single copyright scan...
[2025-11-05T10:46:54.739817] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\agentic_coordinator.py
[2025-11-05T10:46:54.794693] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\DIVERGENT_THINKING_EXPLAINED.md
[2025-11-05T10:46:54.901600] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\NEXT_STEPS_AFTER_PORTFOLIO.md
[2025-11-05T10:46:54.950064] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\START_ASSESSMENT_BUSINESS.sh
[2025-11-05T10:46:55.004924] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\DIRECT_ENTERPRISE_SALES_SYSTEM.py
[2025-11-05T10:46:55.038630] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\AGENT_PERFORMANCE_INVESTIGATION.md
[2025-11-05T10:46:55.073263] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\ACHIEVEMENT_ANALYSIS.md
[2025-11-05T10:46:55.166596] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\COMPLETE_PROTECTION_SYSTEM.md
[2025-11-05T10:46:55.230492] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\ETHICAL_EXPLOIT_IMPLEMENTATION_SUMMARY.md
[2025-11-05T10:46:55.289814] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\CURSOR_CONVERSATIONS_INTEGRATED.md
[2025-11-05T10:46:55.376630] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\DIVERGENT_THINKING_SUMMARY.md
[2025-11-05T10:46:55.436467] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\BUSINESS_OPPORTUNITY_KNOWLEDGE_DEBT.md
[2025-11-05T10:46:55.477407] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\UPWORK_PORTFOLIO_FORM_FILL_OUT.md
[2025-11-05T10:46:55.533292] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\CAN_I_DELIVER_ANALYSIS.md
[2025-11-05T10:46:55.659134] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\EXECUTION_SUMMARY.md
[2025-11-05T10:46:55.726554] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\CLIENT_FINDER_AUTOMATION.py
[2025-11-05T10:46:55.778299] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\WHAT_JUST_HAPPENED.md
[2025-11-05T10:46:55.904456] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\MODHARMONY_BUSINESS_PLAN.md
[2025-11-05T10:46:55.969132] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\UPWORK_LEGAL_COMPLIANCE.md
[2025-11-05T10:46:56.008242] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\START_EARNING_NOW.md
[2025-11-05T10:46:56.058108] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\ROI_PLAN_SYSTEM.md
[2025-11-05T10:46:56.111296] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\PAYMENT_FIRST_SYSTEM_SUMMARY.md
[2025-11-05T10:46:56.203547] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\MODHARMONY_VALIDATION_RESEARCH.md
[2025-11-05T10:46:56.237040] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\BLACKHOLE_VERIFIED_FINDINGS.md
[2025-11-05T10:46:56.295068] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\RESEARCH_SUMMARY.md
[2025-11-05T10:46:56.343871] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\SLITHER_PATH_FIX.md
[2025-11-05T10:46:56.374203] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\UPWORK_ACCOUNT_ISSUE_EXPLAINED.md
[2025-11-05T10:46:56.431603] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\smart_pipeline.py
[2025-11-05T10:46:56.482562] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\TEST_ENVIRONMENT.sh
[2025-11-05T10:46:56.513141] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\SPEED_OPTIMIZATION.md
[2025-11-05T10:46:56.568631] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\AI_CONSULTANT_DEMO.py
[2025-11-05T10:46:56.614412] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\REPOSITORY_TRAINING_EXPLAINED.md
[2025-11-05T10:46:56.668558] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\COPY_FILES_TO_WINDOWS.sh
[2025-11-05T10:46:56.733687] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\BROWSER_COMPATIBILITY_REPORT.md
[2025-11-05T10:46:56.773611] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\SYSTEM_CAPABILITY_ASSESSMENT.md
[2025-11-05T10:46:56.806145] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\SYSTEM_EVOLUTION_EXPLANATION.md
[2025-11-05T10:46:56.888477] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\MONEY_DASHBOARD.html
[2025-11-05T10:46:56.940575] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\MONEY_MAKING_QUICK_START.md
[2025-11-05T10:46:57.014439] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\ZERO_EFFORT_MONEY.md
[2025-11-05T10:46:57.057933] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\QUICK_AI_UPGRADE.sh
[2025-11-05T10:46:57.103081] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\QUICK_START_ROI.md
[2025-11-05T10:46:57.145594] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\UPWORK_HOW_IT_WORKS_EXPLAINED.md
[2025-11-05T10:46:57.188932] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\AI_TESTING_QUICK_START.md
[2025-11-05T10:46:57.224754] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\POLYMORPHIC_SYSTEM_GUIDE.md
[2025-11-05T10:46:57.264582] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\README_PROCESS_RESULTS.md
[2025-11-05T10:46:57.297172] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\unified_bug_hunter.py
[2025-11-05T10:46:57.343948] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\NEXT_STEPS_CONTINUE.md
[2025-11-05T10:46:57.431414] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\UPGRADE_NODE.md
[2025-11-05T10:46:57.486415] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\README_RAPYD_COMPLETE.md
[2025-11-05T10:46:57.537037] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\TODAY_ACTION_PLAN_MAKE_MONEY.md
[2025-11-05T10:46:57.573376] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\TIME_COMPARISON.md
[2025-11-05T10:46:57.607620] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\HONEST_ASSESSMENT.md
[2025-11-05T10:46:57.665914] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\business_generator.py
[2025-11-05T10:46:57.706020] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\BUSINESS_HTML_README.md
[2025-11-05T10:46:57.752562] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\TONIGHT_MAX_PROFIT.md
[2025-11-05T10:46:57.809980] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\agentic_integration.py
[2025-11-05T10:46:57.852351] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\fix_screen_size.sh
[2025-11-05T10:46:57.924636] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\PROTECTION_SYSTEM.md
[2025-11-05T10:46:57.976137] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\QUICK_START_CHEAT_SHEET.md
[2025-11-05T10:46:58.026211] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\NEXUS_E3_SHOWCASE_GUIDE.md
[2025-11-05T10:46:58.091661] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\HOW_TO_VERIFY_CONTRACTS.md
[2025-11-05T10:46:58.145753] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\INTERACTIVE_MINDMAP.md
[2025-11-05T10:46:58.192387] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\IMPROVEMENTS.md
[2025-11-05T10:46:58.248924] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\SOPHISTICATED_METHODOLOGY.md
[2025-11-05T10:46:58.301581] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\QUICK_WIN_WORKFLOW.md
[2025-11-05T10:46:58.347223] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\PORTFOLIO_SAMPLES_EXPLAINED.md
[2025-11-05T10:46:58.398436] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\REVOLUTIONARY_IMPLEMENTATION_CHECKLIST.md
[2025-11-05T10:46:58.545821] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\MY_PROPOSALS_WEB_VIEW.html
[2025-11-05T10:46:58.597779] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\DUPLICATE_DETECTION_INTEGRATION.md
[2025-11-05T10:46:58.651118] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\HOW_TO_FIX_UPWORK_ACCOUNT.md
[2025-11-05T10:46:58.707632] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\RESPONSE_TEMPLATES_IF_CLIENT_MESSAGES.md
[2025-11-05T10:46:58.749169] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\START_AUTONOMOUS_POWER.bat
[2025-11-05T10:46:58.784045] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\COMMAND_CHEATSHEET.md
[2025-11-05T10:46:58.845553] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\AUTO_COPYRIGHT_GUARDIAN_README.md
[2025-11-05T10:46:58.890317] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\CRYPTO_INTEGRATION.md
[2025-11-05T10:46:58.931094] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\UPWORK_COMPLIANT_TITLES.md
[2025-11-05T10:46:58.989453] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\UPWORK_BUSINESS_PROFILE_IMPROVED.md
[2025-11-05T10:46:59.156698] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\02_SECURITY_AUTOMATION\VIBE_COMMAND_SYSTEM.py
[2025-11-05T10:46:59.245631] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\delegation\TASK_ASSIGNMENTS.md
[2025-11-05T10:46:59.349294] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\tools\tmp\extract_subfinder\README.md
[2025-11-05T10:46:59.400864] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\tools\tmp\extract_subfinder\LICENSE.md
[2025-11-05T10:46:59.440076] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\tools\tmp\subfinder_extract\README.md
[2025-11-05T10:46:59.467575] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\tools\tmp\subfinder_extract\LICENSE.md
[2025-11-05T10:46:59.520293] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\MANUAL_SUBMISSION_TEMPLATE.md
[2025-11-05T10:46:59.559802] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\BUG_01_COMPLETE.md
[2025-11-05T10:46:59.593994] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\SCOPE_VERIFICATION_REQUIRED.md
[2025-11-05T10:46:59.630482] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\DUPLICATE_CHECK_STRATEGY.md
[2025-11-05T10:46:59.673410] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\GUARANTEED_PAYMENT_STATUS.md
[2025-11-05T10:46:59.709378] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\BUG_01_TESTING_GUIDE.md
[2025-11-05T10:46:59.742003] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\QUICK_RESTART.md
[2025-11-05T10:46:59.796850] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\REAL_VULNERABILITY_CHECK.md
[2025-11-05T10:46:59.842334] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\EXECUTION_PLAN.md
[2025-11-05T10:46:59.876197] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\REAL_EXPLOITATION_PLAN.md
[2025-11-05T10:46:59.913541] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\SUBMISSION_GUIDE.md
[2025-11-05T10:46:59.954254] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\NEXT_STEPS.md
[2025-11-05T10:46:59.990314] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\FINAL_SUMMARY.md
[2025-11-05T10:47:00.023483] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\FINAL_HONEST_ANSWER.md
[2025-11-05T10:47:00.082405] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\SCREENSHOT_CHECKLIST.md
[2025-11-05T10:47:00.122820] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\AUTOMATION_STATUS.md
[2025-11-05T10:47:00.157671] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\BUGCROWD_SUBMISSION_FORMAT.md
[2025-11-05T10:47:00.215274] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\bolt\TARGETS.md
[2025-11-05T10:47:00.488952] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\dockerhub\recon\QUICK_START.md
[2025-11-05T10:47:00.536449] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\CREDENTIALS_SETUP.md
[2025-11-05T10:47:00.588372] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\TESTING_CHECKLIST.md
[2025-11-05T10:47:00.625620] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\test_with_secret_key.sh
[2025-11-05T10:47:00.672052] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\RETEST_IDOR_GUIDE.md
[2025-11-05T10:47:00.732814] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\START_TESTING_NOW.md
[2025-11-05T10:47:00.794543] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\BROWSER_PROXY_SETUP.md
[2025-11-05T10:47:00.841549] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\credentials.sh
[2025-11-05T10:47:00.904086] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\TESTING_TEMPLATES.md
[2025-11-05T10:47:00.948431] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\BURP_SETUP_STEP_BY_STEP.md
[2025-11-05T10:47:00.996647] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\BURP_CONFIGURATION_COMPLETE.md
[2025-11-05T10:47:01.035916] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\EXECUTE_NOW.sh
[2025-11-05T10:47:01.073870] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\README.md
[2025-11-05T10:47:01.121952] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\CA_CERTIFICATE_INSTALLATION.md
[2025-11-05T10:47:01.161099] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\QUICK_TEST_CHECKLIST.md
[2025-11-05T10:47:01.294507] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\BURP_ADVANCED_TESTING.md
[2025-11-05T10:47:01.353910] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\BUG_SUBMISSION_TEMPLATE.md
[2025-11-05T10:47:01.439428] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\burp_config\BURP_DOWNLOAD_GUIDE.md
[2025-11-05T10:47:01.498496] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\bug_hunting\EXECUTION_PLAN.md
[2025-11-05T10:47:01.534997] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\bug_hunting\QUICK_START.md
[2025-11-05T10:47:01.588827] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\test_idor_with_credentials.sh
[2025-11-05T10:47:01.650952] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\manual_idor_test.sh
[2025-11-05T10:47:01.693158] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\MANUAL_IDOR_TEST_COMPLETE.md
[2025-11-05T10:47:01.752754] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\PROOF_STATUS_ASSESSMENT.md
[2025-11-05T10:47:01.791819] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\run_idor_test.sh
[2025-11-05T10:47:01.837668] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\README_SUBMISSION.md
[2025-11-05T10:47:01.875363] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\IMPROVEMENT_SUMMARY.md
[2025-11-05T10:47:01.928399] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\BROWSER_CAPTURE_HELPER.md
[2025-11-05T10:47:01.973147] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\API_SCRIPTS_READY.md
[2025-11-05T10:47:02.014374] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\CAPTURE_EVIDENCE.sh
[2025-11-05T10:47:02.052148] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\COMPLETE_IDOR_EVIDENCE_REPORT.md
[2025-11-05T10:47:02.089735] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\QUICK_CHECKLIST.md
[2025-11-05T10:47:02.133164] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\EXACT_ENDPOINT_PATHS.md
[2025-11-05T10:47:02.178425] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\get_payment_ids.py
[2025-11-05T10:47:02.222668] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\MANUAL_IDOR_TEST.md
[2025-11-05T10:47:02.270022] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\capture_idor_evidence.sh
[2025-11-05T10:47:02.310925] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\COMPLETE_SETUP_SUMMARY.md
[2025-11-05T10:47:02.376521] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\BROWSER_EVIDENCE_WORKFLOW.md
[2025-11-05T10:47:02.421829] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\create_test_payment.sh
[2025-11-05T10:47:02.459750] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\FINDINGS_LOG.md
[2025-11-05T10:47:02.537947] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\IDEMPOTENT_SUMMARY.md
[2025-11-05T10:47:02.583571] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\IDOR_TESTING_COMPLETE.md
[2025-11-05T10:47:02.619553] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\setup_tokens.sh
[2025-11-05T10:47:02.657748] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\MANUAL_IDOR_TESTING.md
[2025-11-05T10:47:02.716824] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\test_idor_idempotent.sh
[2025-11-05T10:47:02.776975] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\PAYMENT_PROBABILITY_ANALYSIS.md
[2025-11-05T10:47:02.818736] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\NETWORK_REQUESTS_FOUND.md
[2025-11-05T10:47:02.854144] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\BUG_REPORT_SUMMARY.md
[2025-11-05T10:47:02.891983] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\TESTING_INSTRUCTIONS.md
[2025-11-05T10:47:02.931570] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\BROWSER_SNAPSHOT.md
[2025-11-05T10:47:02.986588] ✅ Added copyright to: \\wsl$\Ubuntu\home\ubuntu\Recon-automation-Bug-bounty-stack\programs\rapyd\findings\ENHANCED_IDOR_REPORT.md
